STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,TOBS,TOBS_ATTRIBUTES
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,8/22/1948,0,",,0,null",0,",,0",0,",,0",,,87,",,0",62,",,0",,
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,8/23/1948,0,",,0,null",0,",,0",0,",,0",,,89,",,0",62,",,0",,
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,8/24/1948,0,",,0,null",0,",,0",0,",,0",,,92,",,0",64,",,0",,
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,8/25/1948,0,",,0,null",0,",,0",0,",,0",,,95,",,0",66,",,0",,
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,8/26/1948,0,",,0,null",0,",,0",0,",,0",,,95,",,0",65,",,0",,
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,8/27/1948,0,",,0,null",0,",,0",0,",,0",,,99,",,0",68,",,0",,
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,8/28/1948,0,",,0,null",0,",,0",0,",,0",,,99,",,0",70,",,0",,
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,8/29/1948,0,",,0,null",0,",,0",0,",,0",,,94,",,0",68,",,0",,
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,8/30/1948,0.23,",,0,null",0,",,0",0,",,0",,,89,",,0",66,",,0",,
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,8/31/1948,0,",,0,null",0,",,0",0,",,0",,,78,",,0",59,",,0",,
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,9/1/1948,0,",,0,null",0,",,0",0,",,0",,,78,",,0",50,",,0",,
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,9/2/1948,0,",,0,null",0,",,0",0,",,0",,,84,",,0",48,",,0",,
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,9/3/1948,0,",,0,null",0,",,0",0,",,0",,,89,",,0",53,",,0",,
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,9/4/1948,0.08,",,0,null",0,",,0",0,",,0",,,86,",,0",65,",,0",,
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,9/5/1948,0,",,0,null",0,",,0",0,",,0",,,83,",,0",65,",,0",,
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,9/6/1948,0.63,",,0,null",0,",,0",0,",,0",,,81,",,0",65,",,0",,
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,9/7/1948,0.55,",,0,null",0,",,0",0,",,0",,,77,",,0",66,",,0",,
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,9/8/1948,0,",,0,null",0,",,0",0,",,0",,,85,",,0",66,",,0",,
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,9/9/1948,0,",,0,null",0,",,0",0,",,0",,,80,",,0",64,",,0",,
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,9/10/1948,0,"T,,0,null",0,",,0",0,",,0",,,75,",,0",59,",,0",,
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,9/11/1948,0,",,0,null",0,",,0",0,",,0",,,77,",,0",54,",,0",,
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,9/12/1948,0,",,0,null",0,",,0",0,",,0",,,88,",,0",60,",,0",,
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,9/13/1948,0,",,0,null",0,",,0",0,",,0",,,88,",,0",60,",,0",,
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,9/14/1948,0,",,0,null",0,",,0",0,",,0",,,81,",,0",60,",,0",,
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,9/15/1948,0,",,0,null",0,",,0",0,",,0",,,80,",,0",51,",,0",,
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,9/16/1948,0,",,0,null",0,",,0",0,",,0",,,85,",,0",56,",,0",,
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,9/17/1948,0,",,0,null",0,",,0",0,",,0",,,88,",,0",54,",,0",,
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,9/18/1948,0,",,0,null",0,",,0",0,",,0",,,85,",,0",67,",,0",,
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,9/19/1948,0.29,",,0,null",0,",,0",0,",,0",,,83,",,0",65,",,0",,
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,9/20/1948,0.33,",,0,null",0,",,0",0,",,0",,,80,",,0",66,",,0",,
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,9/21/1948,0.44,",,0,null",0,",,0",0,",,0",,,72,",,0",56,",,0",,
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,9/22/1948,0,",,0,null",0,",,0",0,",,0",,,68,",,0",51,",,0",,
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,9/23/1948,0,",,0,null",0,",,0",0,",,0",,,68,",,0",45,",,0",,
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,9/24/1948,0,",,0,null",0,",,0",0,",,0",,,61,",,0",52,",,0",,
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,9/25/1948,0,",,0,null",0,",,0",0,",,0",,,60,",,0",44,",,0",,
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,9/26/1948,0,",,0,null",0,",,0",0,",,0",,,73,",,0",39,",,0",,
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,9/27/1948,0,",,0,null",0,",,0",0,",,0",,,76,",,0",43,",,0",,
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,9/28/1948,0,",,0,null",0,",,0",0,",,0",,,73,",,0",46,",,0",,
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,9/29/1948,0.44,",,0,null",0,",,0",0,",,0",,,76,",,0",55,",,0",,
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,9/30/1948,0.14,",,0,null",0,",,0",0,",,0",,,75,",,0",60,",,0",,
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,10/1/1948,0,"T,,0,null",0,",,0",0,",,0",,,71,",,0",56,",,0",,
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,10/2/1948,0,",,0,null",0,",,0",0,",,0",,,74,",,0",54,",,0",,
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,10/3/1948,0,",,0,null",0,",,0",0,",,0",,,64,",,0",51,",,0",,
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,10/4/1948,0.2,",,0,null",0,",,0",0,",,0",,,52,",,0",48,",,0",,
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,10/5/1948,0.15,",,0,null",0,",,0",0,",,0",,,52,",,0",45,",,0",,
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,10/6/1948,0,",,0,null",0,",,0",0,",,0",,,59,",,0",40,",,0",,
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,10/7/1948,0.11,",,0,null",0,",,0",0,",,0",,,69,",,0",42,",,0",,
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,10/8/1948,0.36,",,0,null",0,",,0",0,",,0",,,61,",,0",46,",,0",,
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,10/9/1948,0,",,0,null",0,",,0",0,",,0",,,68,",,0",46,",,0",,
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,10/10/1948,0,"T,,0,null",0,",,0",0,",,0",,,70,",,0",50,",,0",,
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,10/11/1948,0.05,",,0,null",0,",,0",0,",,0",,,62,",,0",45,",,0",,
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,10/12/1948,0,"T,,0,null",0,",,0",0,",,0",,,59,",,0",45,",,0",,
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,10/13/1948,0.01,",,0,null",0,",,0",0,",,0",,,64,",,0",45,",,0",,
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,10/14/1948,0,",,0,null",0,",,0",0,",,0",,,61,",,0",36,",,0",,
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,10/15/1948,0,",,0,null",0,",,0",0,",,0",,,65,",,0",35,",,0",,
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,10/16/1948,0,"T,,0,null",0,",,0",0,",,0",,,78,",,0",41,",,0",,
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,10/17/1948,1.26,",,0,null",0,",,0",0,",,0",,,67,",,0",38,",,0",,
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,10/18/1948,0,",,0,null",0,",,0",0,",,0",,,47,",,0",29,",,0",,
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,10/19/1948,0,"T,,0,null",0,",,0",0,",,0",,,57,",,0",27,",,0",,
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,10/20/1948,0,",,0,null",0,",,0",0,",,0",,,53,",,0",30,",,0",,
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,10/21/1948,0,",,0,null",0,",,0",0,",,0",,,57,",,0",28,",,0",,
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,10/22/1948,0,"T,,0,null",0,",,0",0,",,0",,,56,",,0",45,",,0",,
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,10/23/1948,0.06,",,0,null",0,",,0",0,",,0",,,56,",,0",44,",,0",,
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,10/24/1948,0,",,0,null",0,",,0",0,",,0",,,62,",,0",41,",,0",,
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,10/25/1948,0,",,0,null",0,",,0",0,",,0",,,53,",,0",38,",,0",,
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,10/26/1948,0,",,0,null",0,",,0",0,",,0",,,54,",,0",31,",,0",,
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,10/27/1948,0,",,0,null",0,",,0",0,",,0",,,67,",,0",33,",,0",,
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,10/28/1948,0,",,0,null",0,",,0",0,",,0",,,66,",,0",34,",,0",,
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,10/29/1948,0,",,0,null",0,",,0",0,",,0",,,74,",,0",35,",,0",,
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,10/30/1948,0,",,0,null",0,",,0",0,",,0",,,75,",,0",35,",,0",,
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,10/31/1948,0.36,",,0,null",0,",,0",0,",,0",,,62,",,0",40,",,0",,
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,11/1/1948,0,"T,,0,null",0,",,0",0,",,0",,,61,",,0",49,",,0",,
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,11/2/1948,0,"T,,0,null",0,",,0",0,",,0",,,72,",,0",48,",,0",,
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,11/3/1948,0.37,",,0,null",0,",,0",0,",,0",,,62,",,0",51,",,0",,
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,11/4/1948,0,",,0,null",0,",,0",0,",,0",,,72,",,0",56,",,0",,
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,11/5/1948,0,"T,,0,null",0,",,0",0,",,0",,,83,",,0",55,",,0",,
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,11/6/1948,0.79,",,0,null",0,",,0",0,",,0",,,75,",,0",51,",,0",,
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,11/7/1948,0,"T,,0,null",0,",,0",0,",,0",,,58,",,0",39,",,0",,
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,11/8/1948,0,",,0,null",0,",,0",0,",,0",,,67,",,0",31,",,0",,
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,11/9/1948,0,",,0,null",0,",,0",0,",,0",,,68,",,0",46,",,0",,
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,11/10/1948,0,"T,,0,null",0,"T,,0",0,",,0",,,67,",,0",33,",,0",,
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,11/11/1948,0,",,0,null",0,",,0",0,",,0",,,54,",,0",30,",,0",,
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,11/12/1948,0,"T,,0,null",0,",,0",0,",,0",,,51,",,0",36,",,0",,
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,11/13/1948,0.02,",,0,null",0,",,0",0,",,0",,,52,",,0",36,",,0",,
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,11/14/1948,0,",,0,null",0,",,0",0,",,0",,,52,",,0",28,",,0",,
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,11/15/1948,0,",,0,null",0,",,0",0,",,0",,,54,",,0",34,",,0",,
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,11/16/1948,0.03,",,0,null",0,",,0",0,",,0",,,63,",,0",31,",,0",,
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,11/17/1948,0.01,",,0,null",0,",,0",0,",,0",,,58,",,0",36,",,0",,
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,11/18/1948,0,",,0,null",0,",,0",0,",,0",,,69,",,0",31,",,0",,
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,11/19/1948,0.27,",,0,null",0,",,0",0,",,0",,,66,",,0",51,",,0",,
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,11/20/1948,0,"T,,0,null",0,",,0",0,",,0",,,56,",,0",37,",,0",,
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,11/21/1948,0,",,0,null",0,",,0",0,",,0",,,56,",,0",31,",,0",,
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,11/22/1948,0.14,",,0,null",0,",,0",0,",,0",,,49,",,0",40,",,0",,
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,11/23/1948,0,",,0,null",0,",,0",0,",,0",,,46,",,0",35,",,0",,
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,11/24/1948,0,",,0,null",0,",,0",0,",,0",,,48,",,0",27,",,0",,
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,11/25/1948,0,",,0,null",0,",,0",0,",,0",,,53,",,0",26,",,0",,
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,11/26/1948,0.62,",,0,null",0,",,0",0,",,0",,,53,",,0",39,",,0",,
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,11/27/1948,0.21,",,0,null",0,",,0",0,",,0",,,55,",,0",33,",,0",,
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,11/28/1948,0.89,",,0,null",0,",,0",0,",,0",,,46,",,0",33,",,0",,
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,11/29/1948,0.12,",,0,null",0,",,0",0,",,0",,,42,",,0",36,",,0",,
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,11/30/1948,0,",,0,null",0,",,0",0,",,0",,,48,",,0",33,",,0",,
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,12/1/1948,0,",,0,null",0,",,0",0,",,0",,,48,",,0",28,",,0",,
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,12/2/1948,0,"T,,0,null",0,",,0",0,",,0",,,52,",,0",24,",,0",,
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,12/3/1948,0.1,",,0,null",0,",,0",0,",,0",,,50,",,0",45,",,0",,
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,12/4/1948,0,",,0,null",0,",,0",0,",,0",,,58,",,0",40,",,0",,
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,12/5/1948,0.04,",,0,null",0,",,0",0,",,0",,,62,",,0",31,",,0",,
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,12/6/1948,0,"T,,0,null",0,",,0",0,",,0",,,53,",,0",36,",,0",,
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,12/7/1948,0,",,0,null",0,",,0",0,",,0",,,54,",,0",30,",,0",,
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,12/8/1948,0,",,0,null",0,",,0",0,",,0",,,42,",,0",28,",,0",,
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,12/9/1948,0,",,0,null",0,",,0",0,",,0",,,39,",,0",21,",,0",,
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,12/10/1948,0,"T,,0,null",0,"T,,0",0,"T,,0",,,29,",,0",24,",,0",,
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,12/11/1948,0,",,0,null",0,",,0",0,",,0",,,46,",,0",19,",,0",,
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,12/12/1948,0.2,",,0,null",0,",,0",0,",,0",,,59,",,0",44,",,0",,
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,12/13/1948,0.01,",,0,null",0,",,0",0,",,0",,,64,",,0",46,",,0",,
USW00003804,"PARKERSBURG MID OHIO VALLEY REGIONAL AIRPORT, WV US",39.33948,-81.44379,245.3,12/14/1948,0.09,",,0,null",0,",,0",0,",,0",,,56,",,0",44,",,0",,
